modele,kilometrage,puissance,parking,GPS,Climatisation,Boite_auto,Systeme_GetAround,Regulateur,Pneus_hiver,rental_price_per_day,catégorie,type_km,couleur,essence,type
Citroën,205558,120,False,True,False,False,True,False,True,113,Généraliste,km élevé,Noir,diesel,Berline
Renault,159699,120,False,True,False,False,False,False,True,110,Généraliste,km élevé,Noir,diesel,Berline
Citroën,135935,135,True,True,True,True,True,False,True,132,Généraliste,km élevé,Rouge,diesel,Berline
Audi,170871,160,True,True,False,True,True,False,True,136,Premium,km élevé,Marron,diesel,Berline
Renault,52986,135,True,True,False,False,True,False,True,152,Généraliste,km standard,Gris,diesel,Berline
Renault,219417,110,True,True,False,False,False,False,True,87,Généraliste,km élevé,Noir,diesel,Berline
Citroën,150228,120,True,True,False,False,False,False,True,118,Généraliste,km élevé,Marron,diesel,Berline
Audi,129421,135,False,False,False,True,True,False,True,133,Premium,km élevé,Blanc,diesel,Berline
Renault,133648,85,True,True,True,False,True,False,True,111,Généraliste,km élevé,Marron,diesel,Berline
Audi,230264,85,False,False,False,False,False,False,True,14,Premium,km élevé,Noir,diesel,Berline
Audi,171262,150,True,True,False,False,False,False,True,127,Premium,km élevé,Noir,diesel,Berline
Renault,207133,120,True,True,False,False,False,True,True,105,Généraliste,km élevé,Noir,diesel,Berline
Renault,141639,140,True,True,True,False,True,True,True,149,Généraliste,km élevé,Gris,diesel,Berline
Renault,17024,140,False,False,False,False,False,False,False,164,Généraliste,km faible,Gris,diesel,Berline
Renault,129929,135,True,True,False,False,True,False,True,130,Généraliste,km élevé,Noir,diesel,Berline
Citroën,161522,135,False,True,False,False,False,False,True,115,Généraliste,km élevé,Marron,diesel,Berline
Renault,123940,120,True,True,False,False,True,False,True,126,Généraliste,km élevé,Noir,diesel,Berline
Audi,181271,112,True,True,True,False,True,False,True,140,Premium,km élevé,Blanc,diesel,Berline
Audi,229171,155,True,True,True,False,True,False,True,128,Premium,km élevé,Gris,diesel,Berline
Citroën,98740,120,False,False,False,False,False,False,True,93,Généraliste,km standard,Gris,diesel,Berline
Renault,89102,120,True,True,False,False,False,False,True,137,Généraliste,km standard,Noir,diesel,Berline
Renault,93358,130,True,True,True,False,True,False,True,112,Généraliste,km standard,Noir,diesel,Berline
Peugeot,211224,105,True,True,False,False,True,False,True,115,Généraliste,km élevé,Argent,diesel,Berline
Renault,186493,120,True,True,False,False,True,False,True,130,Généraliste,km élevé,Gris,diesel,Berline
Renault,134329,135,True,True,False,True,True,True,True,153,Généraliste,km élevé,Noir,diesel,Berline
Citroën,223093,135,True,True,True,False,False,False,True,120,Généraliste,km élevé,Noir,diesel,Berline
Citroën,141977,135,False,True,False,False,False,False,True,113,Généraliste,km élevé,Noir,essence,Berline
Citroën,128360,135,False,False,False,False,True,True,True,128,Généraliste,km élevé,Marron,diesel,Berline
Audi,112197,190,True,True,False,True,True,True,True,157,Premium,km standard,Noir,diesel,Berline
Renault,150262,135,True,True,False,False,True,False,True,140,Généraliste,km élevé,Argent,diesel,Berline
Peugeot,170985,105,False,True,False,False,False,False,True,103,Généraliste,km élevé,Noir,diesel,Berline
Renault,171778,135,True,True,True,False,True,True,True,137,Généraliste,km élevé,Bleu,diesel,Berline
Renault,107714,140,False,True,False,False,True,False,True,130,Généraliste,km standard,Noir,diesel,Berline
Citroën,123428,135,False,False,False,True,False,False,True,114,Généraliste,km élevé,Gris,diesel,Berline
Citroën,161335,135,False,False,False,False,False,False,False,28,Généraliste,km élevé,Blanc,diesel,Berline
Peugeot,144839,100,True,True,False,False,True,True,True,125,Généraliste,km élevé,Noir,diesel,Berline
Ferrari,181982,155,True,True,True,False,True,False,True,141,Sportive/Luxe,km élevé,Noir,diesel,Berline
Renault,103982,230,True,True,True,True,True,False,True,202,Généraliste,km standard,Gris,diesel,Berline
Renault,129287,135,True,True,False,False,False,False,True,129,Généraliste,km élevé,Noir,diesel,Berline
Peugeot,384170,85,True,False,False,False,False,False,True,44,Généraliste,km élevé,Bleu,diesel,Berline
Renault,166318,135,True,True,True,False,True,True,True,130,Généraliste,km élevé,Gris,diesel,Berline
Peugeot,127412,100,True,True,False,False,False,False,True,109,Généraliste,km élevé,Noir,diesel,Berline
Renault,212548,120,True,True,True,False,False,False,True,115,Généraliste,km élevé,Gris,diesel,Berline
Renault,136026,110,True,True,False,False,False,False,True,85,Généraliste,km élevé,Bleu,diesel,Berline
Peugeot,106526,105,True,False,False,False,False,False,True,111,Généraliste,km standard,Argent,diesel,Berline
Citroën,206433,135,False,True,False,True,False,False,True,108,Généraliste,km élevé,Noir,diesel,Berline
Renault,171086,135,False,True,False,False,True,False,True,147,Généraliste,km élevé,Blanc,diesel,Berline
Citroën,206615,135,False,True,False,False,True,True,True,127,Généraliste,km élevé,Blanc,diesel,Berline
Audi,96830,190,True,True,False,True,True,True,True,162,Premium,km standard,Noir,diesel,Berline
Renault,161554,120,True,True,False,False,True,False,True,123,Généraliste,km élevé,Argent,diesel,Berline
Audi,171823,150,True,True,True,False,False,False,True,111,Premium,km élevé,Marron,diesel,Berline
Renault,92281,120,True,True,True,False,True,True,True,134,Généraliste,km standard,Noir,diesel,Berline
Peugeot,147513,90,False,False,False,False,False,False,True,73,Généraliste,km élevé,Gris,diesel,Berline
Peugeot,153749,100,False,True,False,False,False,False,True,114,Généraliste,km élevé,Noir,diesel,Berline
Citroën,113340,135,True,False,True,True,True,False,True,123,Généraliste,km standard,Gris,diesel,Berline
Renault,164047,140,True,True,False,False,True,False,True,147,Généraliste,km élevé,Marron,diesel,Berline
Mercedes,147958,100,False,True,False,False,False,False,True,105,Premium,km élevé,Gris,diesel,Berline
Citroën,123083,120,False,True,False,False,True,False,True,124,Généraliste,km élevé,Bleu,diesel,Berline
Citroën,170879,122,True,True,False,False,True,False,True,112,Généraliste,km élevé,Gris,diesel,Berline
Renault,89985,135,False,True,False,False,True,False,True,120,Généraliste,km standard,Gris,diesel,Berline
Audi,167286,155,True,True,False,False,True,False,True,137,Premium,km élevé,Gris,diesel,Berline
Renault,164519,120,True,True,False,False,False,False,True,122,Généraliste,km élevé,Gris,diesel,Berline
Renault,156998,85,True,True,False,False,False,False,True,103,Généraliste,km élevé,Gris,diesel,Berline
Citroën,136554,160,True,True,False,False,False,False,True,144,Généraliste,km élevé,Noir,diesel,Berline
Renault,127593,135,True,True,False,False,True,False,True,138,Généraliste,km élevé,Gris,diesel,Berline
Peugeot,44668,100,True,True,False,False,False,False,True,132,Généraliste,km faible,Bleu,diesel,Berline
Audi,55142,135,False,False,False,False,False,False,False,150,Premium,km standard,Bleu,diesel,Berline
Audi,225618,190,False,True,False,True,False,False,True,146,Premium,km élevé,Noir,diesel,Berline
Citroën,194373,120,True,False,False,False,False,False,True,112,Généraliste,km élevé,Noir,diesel,Berline
Peugeot,122823,105,False,True,False,False,True,False,True,112,Généraliste,km élevé,Blanc,diesel,Berline
Citroën,102856,135,False,True,False,True,False,False,True,139,Généraliste,km standard,Noir,diesel,Berline
Renault,92154,120,True,True,False,False,False,False,True,128,Généraliste,km standard,Gris,diesel,Berline
BMW,116586,280,True,True,True,True,False,True,True,192,Premium,km standard,Bleu,diesel,Berline
Renault,171722,87,False,False,False,False,False,False,True,102,Généraliste,km élevé,Noir,diesel,Berline
Renault,149337,120,True,True,True,False,True,False,True,122,Généraliste,km élevé,Noir,diesel,Berline
Citroën,73456,120,True,True,False,False,True,False,True,132,Généraliste,km standard,Marron,diesel,Berline
Audi,5578,195,True,True,True,False,False,True,True,250,Premium,km faible,Gris,diesel,Berline
Audi,171542,160,False,True,False,False,True,False,True,137,Premium,km élevé,Noir,diesel,Berline
Renault,47317,230,True,True,True,True,False,False,True,211,Généraliste,km faible,Noir,diesel,Berline
Audi,161547,190,False,True,True,False,True,False,True,143,Premium,km élevé,Noir,diesel,Berline
Ferrari,181873,155,True,True,False,False,True,False,True,75,Sportive/Luxe,km élevé,Noir,diesel,Berline
Peugeot,122576,100,False,True,False,False,False,False,True,107,Généraliste,km élevé,Bleu,diesel,Berline
Citroën,58264,135,False,True,False,True,False,False,True,140,Généraliste,km standard,Noir,diesel,Berline
Renault,168829,120,True,True,False,False,True,False,True,141,Généraliste,km élevé,Noir,diesel,Berline
Audi,108675,230,False,True,False,False,False,True,True,175,Premium,km standard,Gris,diesel,Berline
Audi,167128,112,False,True,True,False,True,False,True,126,Premium,km élevé,Bleu,diesel,Berline
Citroën,141751,120,False,True,False,False,True,False,True,119,Généraliste,km élevé,Marron,diesel,Berline
Maserati,185874,225,True,True,True,False,True,False,True,150,Sportive/Luxe,km élevé,Noir,diesel,Berline
Renault,179134,120,True,True,True,False,True,False,True,114,Généraliste,km élevé,Gris,diesel,Berline
Citroën,226813,100,False,False,True,False,True,False,True,32,Généraliste,km élevé,Argent,diesel,Berline
Renault,154617,120,True,True,False,False,True,False,True,152,Généraliste,km élevé,Blanc,diesel,Berline
Citroën,60959,120,False,False,False,False,False,False,False,120,Généraliste,km standard,Gris,diesel,Berline
Citroën,149173,105,False,True,False,False,True,False,True,116,Généraliste,km élevé,Noir,diesel,Berline
Audi,192035,100,True,True,True,False,True,False,True,132,Premium,km élevé,Argent,diesel,Berline
Renault,156841,120,True,True,False,False,False,False,True,123,Généraliste,km élevé,Marron,diesel,Berline
Peugeot,125465,105,False,True,False,True,False,False,True,120,Généraliste,km élevé,Bleu,diesel,Berline
Audi,251476,160,True,True,False,False,True,False,True,75,Premium,km élevé,Argent,diesel,Berline
Audi,215503,155,True,True,False,True,True,True,True,141,Premium,km élevé,Argent,diesel,Berline
Renault,163143,135,True,True,False,False,False,True,True,132,Généraliste,km élevé,Gris,diesel,Berline
Maserati,202920,240,True,True,True,False,True,True,True,135,Sportive/Luxe,km élevé,Argent,essence,Berline
Audi,139680,160,True,True,False,False,True,True,True,97,Premium,km élevé,Bleu,essence,Berline
Volkswagen,123306,135,True,True,False,False,True,False,True,148,Généraliste,km élevé,Argent,diesel,Berline
Citroën,189055,135,True,True,False,False,True,False,True,123,Généraliste,km élevé,Noir,diesel,Berline
Peugeot,232154,100,False,True,False,False,False,False,True,75,Généraliste,km élevé,Noir,diesel,Berline
Audi,61948,230,True,True,True,True,True,True,True,184,Premium,km standard,Noir,diesel,Berline
Renault,138897,135,False,True,False,False,True,False,True,139,Généraliste,km élevé,Blanc,diesel,Berline
Renault,91892,135,True,True,False,False,True,True,True,151,Généraliste,km standard,Noir,diesel,Berline
Citroën,124823,125,False,True,False,False,False,False,True,99,Généraliste,km élevé,Noir,essence,Berline
Citroën,187662,120,False,True,False,False,True,False,True,115,Généraliste,km élevé,Noir,diesel,Berline
Renault,155824,120,True,True,False,False,False,False,True,114,Généraliste,km élevé,Gris,diesel,Berline
Opel,69585,140,True,True,False,False,True,True,True,163,Généraliste,km standard,Noir,diesel,Berline
Citroën,172734,110,True,True,True,False,False,False,True,62,Généraliste,km élevé,Bleu,essence,Berline
Peugeot,49664,100,True,False,False,False,False,False,True,103,Généraliste,km faible,Blanc,diesel,Berline
Lamborghini,121495,230,True,True,False,False,True,True,True,169,Sportive/Luxe,km élevé,Blanc,diesel,Berline
Audi,112236,230,True,True,True,False,True,True,True,162,Premium,km standard,Noir,diesel,Berline
Audi,185693,120,True,False,False,False,False,False,True,49,Premium,km élevé,Argent,diesel,Berline
Renault,131102,135,True,True,False,False,True,False,True,137,Généraliste,km élevé,Argent,diesel,Berline
Citroën,155526,120,False,False,False,False,False,False,False,123,Généraliste,km élevé,Gris,diesel,Berline
Renault,124629,135,True,False,False,False,False,False,True,120,Généraliste,km élevé,Blanc,diesel,Berline
Audi,178938,190,False,False,False,False,False,False,False,131,Premium,km élevé,Gris,diesel,Berline
Audi,183177,100,True,True,False,False,False,False,True,120,Premium,km élevé,Noir,diesel,Berline
BMW,118975,280,True,True,True,True,False,True,True,207,Premium,km standard,Bleu,diesel,Berline
Renault,167672,85,True,True,False,False,False,False,True,115,Généraliste,km élevé,Marron,diesel,Berline
Renault,92136,140,True,True,False,False,True,True,True,157,Généraliste,km standard,Blanc,diesel,Berline
Citroën,98755,120,True,True,False,False,False,False,True,122,Généraliste,km standard,Marron,diesel,Berline
Audi,198148,150,True,True,True,False,False,False,True,103,Premium,km élevé,Gris,diesel,Berline
Renault,90668,135,False,False,False,False,False,False,False,137,Généraliste,km standard,Noir,diesel,Berline
Audi,88912,220,True,True,False,False,True,True,True,148,Premium,km standard,Gris,diesel,Berline
Citroën,186743,110,False,True,False,False,False,False,True,86,Généraliste,km élevé,Noir,diesel,Berline
Audi,185074,190,True,True,False,False,True,False,True,143,Premium,km élevé,Gris,diesel,Berline
Renault,95241,85,False,True,False,False,False,False,True,110,Généraliste,km standard,Bleu,diesel,Berline
BMW,134952,180,False,True,False,False,True,True,True,148,Premium,km élevé,Bleu,essence,Berline
Audi,124805,230,True,True,False,False,False,True,True,179,Premium,km élevé,Noir,diesel,Berline
Audi,115597,190,True,True,False,False,True,False,True,150,Premium,km standard,Noir,diesel,Berline
Renault,121156,120,True,True,False,False,True,False,True,114,Généraliste,km élevé,Marron,diesel,Berline
Renault,243596,230,True,True,False,False,False,False,True,167,Généraliste,km élevé,Gris,diesel,Berline
Maserati,141089,230,True,True,True,True,True,True,True,182,Sportive/Luxe,km élevé,Noir,diesel,Berline
Renault,226112,77,False,False,False,False,False,False,False,28,Généraliste,km élevé,Vert,essence,Berline
Citroën,113937,120,True,False,False,True,True,True,True,135,Généraliste,km standard,Blanc,diesel,Berline
Renault,137917,120,True,True,False,False,True,False,True,103,Généraliste,km élevé,Noir,diesel,Berline
